datetime,open,high,low,close,volume,open_interest
2024-01-02 09:53:00,17793.9,17795.2,17791.3,17791.5,1016,120881
2024-01-02 09:54:00,17791.5,17794.6,17790.2,17794.2,1064,120615
2024-01-02 09:55:00,17794.2,17795.2,17793.4,17793.7,1484,119942
2024-01-02 09:56:00,17793.7,17796.8,17792.1,17796.4,1501,119941
2024-01-02 09:57:00,17796.4,17798.3,17791.9,17793.4,1004,120432
2024-01-02 09:58:00,17793.4,17796.5,17788.7,17793.2,1307,119225
2024-01-02 09:59:00,17793.2,17793.4,17788.9,17791.9,1224,120143
2024-01-02 10:00:00,17791.9,17793.4,17788.8,17790.3,1836,119920
2024-01-02 10:01:00,17790.3,17791.0,17785.5,17787.4,1094,120240
2024-01-02 10:02:00,17787.4,17791.4,17784.6,17789.9,1134,120566
2024-01-02 10:03:00,17789.9,17790.7,17784.8,17787.1,1546,120001
2024-01-02 10:04:00,17787.1,17788.3,17781.7,17783.0,1022,119675
2024-01-02 10:05:00,17783.0,17788.1,17782.3,17783.8,1352,119707
2024-01-02 10:06:00,17783.8,17788.7,17782.6,17787.5,1098,120347
2024-01-02 10:07:00,17787.5,17788.1,17780.9,17782.2,1320,120105
2024-01-02 10:08:00,17782.2,17784.6,17781.7,17782.3,1205,119394
2024-01-02 10:09:00,17782.3,17785.9,17779.4,17784.8,1075,120013
2024-01-02 10:10:00,17784.8,17785.0,17784.6,17784.6,785,120412
2024-01-02 10:11:00,17784.6,17789.2,17780.1,17786.9,1204,119981
2024-01-02 10:12:00,17786.9,17790.8,17783.4,17786.9,1445,119264
2024-01-02 10:13:00,17786.9,17791.0,17775.1,17777.9,1620,119565
2024-01-02 10:14:00,17777.9,17780.2,17775.9,17777.1,969,120658
2024-01-02 10:15:00,17777.1,17778.6,17773.4,17773.6,1307,120712
2024-01-02 10:16:00,17773.6,17776.5,17772.5,17774.0,1128,120362
2024-01-02 10:17:00,17774.0,17775.6,17772.3,17775.4,1141,119931
2024-01-02 10:18:00,17775.4,17779.1,17775.2,17776.0,1194,119477
2024-01-02 10:19:00,17776.0,17779.6,17775.3,17778.4,729,120521
2024-01-02 10:20:00,17778.4,17780.0,17771.6,17773.8,899,119960
2024-01-02 10:21:00,17773.8,17776.0,17771.1,17774.0,1749,119014
2024-01-02 10:22:00,17774.0,17775.6,17766.3,17769.0,1183,120064
2024-01-02 10:23:00,17769.0,17771.8,17768.8,17771.4,1066,120646
2024-01-02 10:24:00,17771.4,17772.1,17768.6,17769.6,1331,119915
2024-01-02 10:25:00,17769.6,17771.7,17767.5,17769.1,1724,120121
2024-01-02 10:26:00,17769.1,17773.3,17767.2,17771.6,1391,120106
2024-01-02 10:27:00,17771.6,17774.8,17769.7,17774.7,1307,119055
2024-01-02 10:28:00,17774.7,17775.5,17772.2,17774.6,1345,120464
2024-01-02 10:29:00,17774.6,17776.7,17771.8,17774.6,1009,119316
2024-01-02 10:30:00,17774.6,17777.3,17773.5,17776.9,1322,120522
2024-01-02 10:31:00,17776.9,17781.9,17776.3,17780.6,1140,119189
2024-01-02 10:32:00,17780.6,17785.3,17780.6,17782.9,1152,120545
2024-01-02 10:33:00,17782.9,17783.3,17774.4,17774.7,1128,120695
2024-01-02 10:34:00,17774.7,17778.6,17774.5,17778.1,1183,119743
2024-01-02 10:35:00,17778.1,17780.9,17771.5,17773.5,1539,119452
2024-01-02 10:36:00,17773.5,17784.8,17773.2,17780.8,1028,119566
2024-01-02 10:37:00,17780.8,17784.1,17780.8,17782.3,1626,119246
2024-01-02 10:38:00,17782.3,17792.4,17779.8,17789.3,875,119858
2024-01-02 10:39:00,17789.3,17789.8,17780.5,17785.7,1231,120901
2024-01-02 10:40:00,17785.7,17786.2,17778.8,17781.8,1491,119887
2024-01-02 10:41:00,17781.8,17789.0,17781.0,17788.6,1465,119746
2024-01-02 10:42:00,17788.6,17789.2,17783.5,17783.9,1349,120187
2024-01-02 10:43:00,17783.9,17784.7,17778.6,17782.1,967,120868
2024-01-02 10:44:00,17782.1,17783.6,17776.4,17781.3,1346,120685
2024-01-02 10:45:00,17781.3,17787.5,17781.0,17784.1,1142,119329
2024-01-02 10:46:00,17784.1,17784.3,17776.7,17777.9,1417,119847
2024-01-02 10:47:00,17777.9,17779.9,17774.0,17775.1,990,119898
2024-01-02 10:48:00,17775.1,17776.9,17774.6,17775.0,1071,119997
2024-01-02 10:49:00,17775.0,17777.2,17774.1,17776.8,804,119810
2024-01-02 10:50:00,17776.8,17779.1,17773.6,17777.8,1347,120603
2024-01-02 10:51:00,17777.8,17778.0,17776.3,17777.2,1374,120337
2024-01-02 10:52:00,17777.2,17777.7,17775.6,17777.4,1248,120626
2024-01-02 10:53:00,17777.4,17777.8,17775.7,17776.7,1536,119572
2024-01-02 10:54:00,17776.7,17781.8,17774.6,17779.9,1361,120065
2024-01-02 10:55:00,17779.9,17783.1,17779.1,17780.9,1432,119545
2024-01-02 10:56:00,17780.9,17786.6,17779.9,17785.3,1356,119607
2024-01-02 10:57:00,17785.3,17786.3,17784.2,17784.2,1337,119320
2024-01-02 10:58:00,17784.2,17786.2,17782.0,17784.8,1253,119071
2024-01-02 10:59:00,17784.8,17789.0,17784.7,17787.3,1001,119527
2024-01-02 11:00:00,17787.3,17792.1,17786.4,17786.7,1499,119844
2024-01-02 11:01:00,17786.7,17787.1,17784.3,17785.0,1628,120009
2024-01-02 11:02:00,17785.0,17785.9,17782.2,17782.6,1766,119839
2024-01-02 11:03:00,17782.6,17784.3,17774.7,17778.9,1398,119319
2024-01-02 11:04:00,17778.9,17782.9,17772.4,17774.6,1470,119344
2024-01-02 11:05:00,17774.6,17775.0,17767.8,17768.5,1429,120370
2024-01-02 11:06:00,17768.5,17771.1,17768.2,17768.4,1450,119708
2024-01-02 11:07:00,17768.4,17770.6,17762.6,17763.4,1177,120007
2024-01-02 11:08:00,17763.4,17767.5,17762.7,17767.0,1504,121073
2024-01-02 11:09:00,17767.0,17773.2,17764.8,17771.9,2425,119400
2024-01-02 11:10:00,17771.9,17773.3,17767.3,17770.6,1426,119286
2024-01-02 11:11:00,17770.6,17772.6,17769.9,17771.5,933,119637
2024-01-02 11:12:00,17771.5,17771.6,17768.9,17770.0,1520,119525
2024-01-02 11:13:00,17770.0,17771.5,17761.2,17763.9,1128,121170
2024-01-02 11:14:00,17763.9,17768.0,17762.3,17765.6,1373,119411
2024-01-02 11:15:00,17765.6,17775.9,17764.3,17774.0,1738,119945
2024-01-02 11:16:00,17774.0,17774.5,17769.7,17770.5,1562,120028
2024-01-02 11:17:00,17770.5,17770.6,17764.2,17765.6,645,119651
2024-01-02 11:18:00,17765.6,17766.7,17756.7,17760.6,1857,119713
2024-01-02 11:19:00,17760.6,17761.9,17756.8,17758.9,1174,119928
2024-01-02 11:20:00,17758.9,17766.9,17757.9,17766.6,1335,120289
2024-01-02 11:21:00,17766.6,17767.1,17760.7,17763.1,1216,120938
2024-01-02 11:22:00,17763.1,17765.8,17761.2,17765.7,1206,120525
2024-01-02 11:23:00,17765.7,17768.6,17760.9,17763.7,1212,120871
2024-01-02 11:24:00,17763.7,17766.1,17753.0,17756.7,1272,119913
2024-01-02 11:25:00,17756.7,17765.9,17752.8,17759.6,1130,120018
2024-01-02 11:26:00,17759.6,17760.0,17754.1,17756.4,1179,119576
2024-01-02 11:27:00,17756.4,17758.4,17753.6,17757.3,1103,119841
2024-01-02 11:28:00,17757.3,17758.0,17757.2,17757.4,831,120185
2024-01-02 11:29:00,17757.4,17759.4,17751.1,17754.2,1648,119929
2024-01-02 11:30:00,17754.2,17758.8,17750.8,17758.3,974,120378
2024-01-02 11:31:00,17758.3,17760.4,17755.2,17755.6,1246,119494
2024-01-02 11:32:00,17755.6,17756.5,17749.3,17754.4,1450,119594
2024-01-02 11:33:00,17754.4,17761.3,17751.3,17759.0,1656,119207
2024-01-02 11:34:00,17759.0,17760.2,17756.1,17756.8,803,120094
2024-01-02 11:35:00,17756.8,17759.4,17754.9,17756.1,2210,119177
2024-01-02 11:36:00,17756.1,17758.2,17753.7,17756.0,1546,120377
2024-01-02 11:37:00,17756.0,17757.5,17749.3,17753.3,1812,120254
2024-01-02 11:38:00,17753.3,17755.2,17750.9,17752.4,1592,119188
2024-01-02 11:39:00,17752.4,17752.8,17749.2,17749.9,1587,119495
2024-01-02 11:40:00,17749.9,17754.8,17748.5,17750.3,1561,119990
2024-01-02 11:41:00,17750.3,17756.6,17750.1,17753.0,1667,119562
2024-01-02 11:42:00,17753.0,17756.9,17751.5,17755.1,1629,119662
2024-01-02 11:43:00,17755.1,17755.1,17748.4,17752.3,1392,120467
2024-01-02 11:44:00,17752.3,17752.4,17747.4,17749.7,1128,120417
2024-01-02 11:45:00,17749.7,17752.6,17749.2,17749.6,1240,120638
2024-01-02 11:46:00,17749.6,17752.6,17744.7,17747.3,1424,118917
2024-01-02 11:47:00,17747.3,17748.3,17743.8,17747.5,1081,119709
2024-01-02 11:48:00,17747.5,17749.6,17742.9,17744.3,869,119484
2024-01-02 11:49:00,17744.3,17747.3,17735.5,17738.7,1143,119658
2024-01-02 11:50:00,17738.7,17739.6,17734.3,17734.4,1170,119768
2024-01-02 11:51:00,17734.4,17740.4,17733.4,17739.9,524,119673
2024-01-02 11:52:00,17739.9,17740.8,17731.6,17732.3,1097,120259
2024-01-02 11:53:00,17732.3,17733.5,17725.7,17728.8,1221,120209
2024-01-02 11:54:00,17728.8,17730.9,17724.9,17730.6,1175,119774
2024-01-02 11:55:00,17730.6,17734.2,17720.2,17721.0,947,120660
2024-01-02 11:56:00,17721.0,17725.5,17718.1,17725.3,1425,119689
2024-01-02 11:57:00,17725.3,17727.4,17716.9,17721.2,1470,120229
2024-01-02 11:58:00,17721.2,17729.0,17717.1,17728.4,1049,120032
2024-01-02 11:59:00,17728.4,17731.6,17724.5,17729.6,1201,120484
2024-01-02 12:00:00,17729.6,17738.8,17728.8,17735.0,1629,120855
2024-01-02 12:01:00,17735.0,17740.7,17733.4,17739.2,1063,119276
2024-01-02 12:02:00,17739.2,17743.4,17739.2,17742.7,1126,119803
2024-01-02 12:03:00,17742.7,17745.5,17742.5,17743.5,1373,119961
2024-01-02 12:04:00,17743.5,17745.1,17737.1,17740.9,1119,120617
2024-01-02 12:05:00,17740.9,17749.3,17739.4,17744.0,1109,120390
2024-01-02 12:06:00,17744.0,17745.6,17742.7,17744.7,1030,119626
2024-01-02 12:07:00,17744.7,17745.0,17740.1,17740.4,1351,119636
2024-01-02 12:08:00,17740.4,17745.4,17737.3,17743.5,1513,120092
2024-01-02 12:09:00,17743.5,17747.1,17742.2,17745.9,1686,120859
2024-01-02 12:10:00,17745.9,17752.9,17745.2,17752.8,1424,119998
2024-01-02 12:11:00,17752.8,17755.2,17752.4,17755.0,1827,120082
2024-01-02 12:12:00,17755.0,17757.0,17754.7,17755.2,1387,119968
2024-01-02 12:13:00,17755.2,17755.3,17748.7,17750.9,1363,119409
2024-01-02 12:14:00,17750.9,17755.7,17750.4,17754.2,1269,120208
2024-01-02 12:15:00,17754.2,17756.3,17747.0,17747.3,1403,119960
2024-01-02 12:16:00,17747.3,17747.5,17742.9,17743.8,979,120164
2024-01-02 12:17:00,17743.8,17746.2,17741.7,17743.0,1520,120160
2024-01-02 12:18:00,17743.0,17744.9,17737.1,17740.1,2163,119460
2024-01-02 12:19:00,17740.1,17740.8,17738.8,17739.3,1124,119065
2024-01-02 12:20:00,17739.3,17742.1,17735.6,17735.8,1094,119656
2024-01-02 12:21:00,17735.8,17737.8,17734.0,17736.6,1184,120112
2024-01-02 12:22:00,17736.6,17737.9,17731.1,17732.0,1422,120165
2024-01-02 12:23:00,17732.0,17732.4,17730.6,17731.3,1703,120467
2024-01-02 12:24:00,17731.3,17735.4,17729.2,17733.0,1100,119877
2024-01-02 12:25:00,17733.0,17736.4,17730.7,17734.6,1301,118993
2024-01-02 12:26:00,17734.6,17739.8,17731.4,17732.9,1135,119694
2024-01-02 12:27:00,17732.9,17733.7,17730.6,17731.8,1750,120607
2024-01-02 12:28:00,17731.8,17734.3,17724.6,17727.8,1055,120762
2024-01-02 12:29:00,17727.8,17729.0,17717.5,17720.0,1256,119909
2024-01-02 12:30:00,17720.0,17727.5,17719.8,17725.9,1488,119874
2024-01-02 12:31:00,17725.9,17726.0,17722.8,17723.0,1565,119528
2024-01-02 12:32:00,17723.0,17723.7,17721.1,17721.5,1244,119991
2024-01-02 12:33:00,17721.5,17723.1,17718.1,17719.0,971,120582
2024-01-02 12:34:00,17719.0,17722.3,17718.5,17719.8,1350,120381
2024-01-02 12:35:00,17719.8,17724.6,17718.4,17723.8,1118,119509
2024-01-02 12:36:00,17723.8,17724.4,17721.2,17721.2,1152,119630
2024-01-02 12:37:00,17721.2,17723.5,17719.1,17722.4,1254,119867
2024-01-02 12:38:00,17722.4,17724.1,17717.0,17718.7,1312,120065
2024-01-02 12:39:00,17718.7,17720.6,17716.9,17720.5,1796,120040
2024-01-02 12:40:00,17720.5,17723.8,17719.9,17722.1,961,120453
2024-01-02 12:41:00,17722.1,17725.7,17714.9,17716.6,1356,120025
2024-01-02 12:42:00,17716.6,17724.6,17714.3,17722.7,1120,119869
2024-01-02 12:43:00,17722.7,17723.0,17718.9,17719.2,1055,120801
2024-01-02 12:44:00,17719.2,17721.8,17713.6,17714.3,1237,120208
2024-01-02 12:45:00,17714.3,17716.4,17710.9,17712.2,1094,120262
2024-01-02 12:46:00,17712.2,17713.7,17709.3,17710.5,1612,120450
2024-01-02 12:47:00,17710.5,17714.8,17709.5,17713.2,1221,119084
2024-01-02 12:48:00,17713.2,17715.6,17712.4,17714.3,1458,119323
2024-01-02 12:49:00,17714.3,17715.0,17709.7,17710.7,1350,119422
2024-01-02 12:50:00,17710.7,17714.2,17706.4,17710.9,1514,119347
2024-01-02 12:51:00,17710.9,17713.7,17706.1,17708.9,1180,119794
2024-01-02 12:52:00,17708.9,17713.2,17708.4,17712.3,1527,120558
2024-01-02 12:53:00,17712.3,17714.6,17710.3,17713.8,1830,120330
2024-01-02 12:54:00,17713.8,17721.8,17712.1,17720.0,972,119443
2024-01-02 12:55:00,17720.0,17723.3,17718.6,17719.8,1560,119667
2024-01-02 12:56:00,17719.8,17724.4,17718.8,17721.7,1607,120104
2024-01-02 12:57:00,17721.7,17726.1,17719.1,17722.7,1036,120658
2024-01-02 12:58:00,17722.7,17722.7,17720.5,17720.5,1621,119435
2024-01-02 12:59:00,17720.5,17723.2,17718.9,17722.1,1236,120501
2024-01-02 13:00:00,17722.1,17724.4,17718.9,17719.6,879,120203
2024-01-02 13:01:00,17719.6,17721.0,17718.2,17720.3,1227,119278
2024-01-02 13:02:00,17720.3,17728.4,17718.9,17726.2,1643,120292
2024-01-02 13:03:00,17726.2,17731.7,17725.6,17728.7,986,120422
2024-01-02 13:04:00,17728.7,17732.1,17726.2,17731.5,1671,120287
2024-01-02 13:05:00,17731.5,17733.0,17723.8,17726.7,1155,119438
2024-01-02 13:06:00,17726.7,17728.3,17723.2,17724.4,1517,120147
2024-01-02 13:07:00,17724.4,17728.8,17723.7,17726.6,1323,120269
2024-01-02 13:08:00,17726.6,17734.4,17723.9,17732.6,1605,120528
2024-01-02 13:09:00,17732.6,17734.4,17725.9,17726.4,1316,119736
2024-01-02 13:10:00,17726.4,17727.2,17723.2,17724.9,850,120109
2024-01-02 13:11:00,17724.9,17726.8,17722.1,17722.9,1201,119670
2024-01-02 13:12:00,17722.9,17723.5,17720.2,17720.2,972,119579
2024-01-02 13:13:00,17720.2,17721.0,17717.5,17719.6,1446,119587
2024-01-02 13:14:00,17719.6,17731.0,17718.0,17729.1,1358,119548
2024-01-02 13:15:00,17729.1,17735.6,17728.4,17732.0,1351,119741
2024-01-02 13:16:00,17732.0,17734.9,17730.2,17732.0,1028,120772
2024-01-02 13:17:00,17732.0,17737.1,17730.7,17736.1,1319,119602
2024-01-02 13:18:00,17736.1,17738.4,17731.6,17737.7,1577,120095
2024-01-02 13:19:00,17737.7,17741.8,17737.4,17741.5,1634,120193
2024-01-02 13:20:00,17741.5,17749.0,17741.2,17742.5,1350,120867
2024-01-02 13:21:00,17742.5,17744.6,17736.8,17739.7,1460,120312
2024-01-02 13:22:00,17739.7,17745.0,17737.7,17742.3,1659,119951
2024-01-02 13:23:00,17742.3,17743.8,17741.6,17742.4,1492,119456
2024-01-02 13:24:00,17742.4,17744.8,17740.5,17741.8,1459,119950
2024-01-02 13:25:00,17741.8,17746.0,17740.1,17742.8,1159,120064
2024-01-02 13:26:00,17742.8,17748.3,17740.4,17746.7,1337,120014
2024-01-02 13:27:00,17746.7,17751.2,17745.6,17748.7,1318,120518
2024-01-02 13:28:00,17748.7,17749.4,17747.2,17747.9,1282,119413
2024-01-02 13:29:00,17747.9,17750.5,17747.1,17747.3,1038,120357
2024-01-02 13:30:00,17747.3,17751.5,17740.8,17740.8,1354,120110
2024-01-02 13:31:00,17740.8,17741.1,17734.8,17737.6,1365,119192
2024-01-02 13:32:00,17737.6,17738.2,17733.6,17737.1,1143,120394
2024-01-02 13:33:00,17737.1,17745.5,17736.4,17742.5,929,119327
2024-01-02 13:34:00,17742.5,17749.5,17740.9,17748.1,1365,120320
2024-01-02 13:35:00,17748.1,17753.3,17746.9,17748.8,402,119854
2024-01-02 13:36:00,17748.8,17749.2,17746.2,17746.2,1104,119457
2024-01-02 13:37:00,17746.2,17752.2,17744.8,17751.0,1503,120337
2024-01-02 13:38:00,17751.0,17757.5,17749.4,17755.4,1117,120577
2024-01-02 13:39:00,17755.4,17759.9,17754.6,17754.7,764,119891
2024-01-02 13:40:00,17754.7,17755.5,17751.5,17754.5,965,119577
2024-01-02 13:41:00,17754.5,17757.1,17752.2,17753.6,1158,120636
2024-01-02 13:42:00,17753.6,17755.0,17748.5,17748.9,1370,120319
2024-01-02 13:43:00,17748.9,17750.5,17746.5,17746.5,2023,119847
2024-01-02 13:44:00,17746.5,17752.2,17744.1,17750.9,1708,119469
2024-01-02 13:45:00,17750.9,17752.6,17741.0,17743.1,1315,119869
2024-01-03 08:45:00,17766.9,17770.7,17765.4,17769.4,927,119720
2024-01-03 08:46:00,17769.4,17773.8,17763.3,17765.7,1666,119451
2024-01-03 08:47:00,17765.7,17768.0,17762.0,17763.8,1300,120245
2024-01-03 08:48:00,17763.8,17766.1,17761.4,17763.4,1551,119971
2024-01-03 08:49:00,17763.4,17772.4,17761.2,17766.1,1151,121086
2024-01-03 08:50:00,17766.1,17766.1,17763.0,17764.3,1037,120436
2024-01-03 08:51:00,17764.3,17766.9,17760.5,17762.0,1448,119637
2024-01-03 08:52:00,17762.0,17762.6,17757.2,17761.3,1134,120469
2024-01-03 08:53:00,17761.3,17763.9,17755.6,17756.9,1396,119426
2024-01-03 08:54:00,17756.9,17759.5,17754.6,17758.6,1706,120626
2024-01-03 08:55:00,17758.6,17761.7,17755.9,17759.3,908,119780
2024-01-03 08:56:00,17759.3,17762.8,17756.1,17761.9,1298,119154
2024-01-03 08:57:00,17761.9,17762.2,17760.2,17760.9,1723,119876
2024-01-03 08:58:00,17760.9,17761.8,17753.6,17755.9,1809,120135
2024-01-03 08:59:00,17755.9,17758.0,17746.2,17751.0,698,120451
2024-01-03 09:00:00,17751.0,17753.0,17750.3,17752.7,1447,119653
2024-01-03 09:01:00,17752.7,17760.3,17748.8,17757.6,1758,119406
2024-01-03 09:02:00,17757.6,17760.4,17756.6,17757.6,1251,119798
2024-01-03 09:03:00,17757.6,17762.9,17757.6,17761.7,1462,119896
2024-01-03 09:04:00,17761.7,17764.4,17755.6,17758.6,946,119139
2024-01-03 09:05:00,17758.6,17759.2,17756.0,17756.1,1052,119490
2024-01-03 09:06:00,17756.1,17758.9,17750.2,17752.6,1514,119297
2024-01-03 09:07:00,17752.6,17753.9,17747.8,17752.7,760,120096
2024-01-03 09:08:00,17752.7,17754.2,17750.9,17751.5,1346,119465
2024-01-03 09:09:00,17751.5,17753.8,17748.9,17753.0,1117,120735
2024-01-03 09:10:00,17753.0,17757.0,17751.3,17752.3,1275,119558
2024-01-03 09:11:00,17752.3,17756.5,17750.3,17755.6,1275,120375
2024-01-03 09:12:00,17755.6,17758.9,17753.5,17758.0,1575,120010
2024-01-03 09:13:00,17758.0,17765.9,17756.5,17765.0,1070,119796
2024-01-03 09:14:00,17765.0,17767.7,17762.6,17765.3,1267,119961
2024-01-03 09:15:00,17765.3,17768.3,17764.5,17766.0,1504,119927
2024-01-03 09:16:00,17766.0,17766.5,17761.2,17765.3,1319,119680
2024-01-03 09:17:00,17765.3,17769.1,17761.2,17762.1,736,120435
2024-01-03 09:18:00,17762.1,17765.4,17759.9,17761.2,1526,119702
2024-01-03 09:19:00,17761.2,17762.0,17760.0,17760.3,790,119977
2024-01-03 09:20:00,17760.3,17766.2,17757.9,17758.3,1163,120494
2024-01-03 09:21:00,17758.3,17758.8,17756.0,17757.8,1766,119686
2024-01-03 09:22:00,17757.8,17761.3,17757.2,17759.1,1299,120293
2024-01-03 09:23:00,17759.1,17763.6,17758.7,17761.5,1016,119627
2024-01-03 09:24:00,17761.5,17763.9,17756.0,17759.2,2081,119971
2024-01-03 09:25:00,17759.2,17761.1,17753.0,17756.3,838,119841
2024-01-03 09:26:00,17756.3,17759.8,17752.2,17754.3,1630,120656
2024-01-03 09:27:00,17754.3,17755.2,17750.6,17753.7,1273,119892
2024-01-03 09:28:00,17753.7,17754.5,17743.9,17744.7,791,119293
2024-01-03 09:29:00,17744.7,17745.7,17741.4,17742.0,1012,119496
2024-01-03 09:30:00,17742.0,17744.1,17741.8,17743.1,1231,120228
2024-01-03 09:31:00,17743.1,17744.8,17742.4,17742.6,1566,120623
2024-01-03 09:32:00,17742.6,17744.4,17733.9,17737.5,1008,119984
2024-01-03 09:33:00,17737.5,17738.3,17735.2,17736.2,1099,120656
2024-01-03 09:34:00,17736.2,17736.5,17731.2,17733.2,1886,119743
2024-01-03 09:35:00,17733.2,17736.4,17730.0,17735.9,1013,119397
2024-01-03 09:36:00,17735.9,17736.8,17734.1,17734.2,1683,120211
2024-01-03 09:37:00,17734.2,17744.0,17732.6,17743.5,1424,120753
2024-01-03 09:38:00,17743.5,17745.2,17738.9,17742.1,1083,119962
2024-01-03 09:39:00,17742.1,17744.8,17740.4,17743.9,1849,119885
2024-01-03 09:40:00,17743.9,17751.0,17743.5,17750.0,1539,119896
2024-01-03 09:41:00,17750.0,17751.4,17746.3,17746.8,1100,120044
2024-01-03 09:42:00,17746.8,17747.9,17738.6,17738.9,1146,119503
